Mod:Item:MetaData, Localized Name
artisanworktables:artisans_gemcutter_diamond, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_bone, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_bronze, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_copper, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_electrum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_invar, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_platinum, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_silver, Artisan's %s Gemcutter
artisanworktables:artisans_gemcutter_steel, Artisan's %s Gemcutter
artisanworktables:artisans_pliers_flint, Artisan's %s Pliers
artisanworktables:artisans_pliers_iron, Artisan's %s Pliers
artisanworktables:artisans_pliers_gold, Artisan's %s Pliers
artisanworktables:artisans_pliers_diamond, Artisan's %s Pliers
artisanworktables:artisans_pliers_bone, Artisan's %s Pliers
artisanworktables:artisans_pliers_bronze, Artisan's %s Pliers
artisanworktables:artisans_pliers_copper, Artisan's %s Pliers
artisanworktables:artisans_pliers_electrum, Artisan's %s Pliers
artisanworktables:artisans_pliers_invar, Artisan's %s Pliers
artisanworktables:artisans_pliers_platinum, Artisan's %s Pliers
artisanworktables:artisans_pliers_silver, Artisan's %s Pliers
artisanworktables:artisans_pliers_steel, Artisan's %s Pliers
artisanworktables:artisans_athame_flint, Artisan's %s Athame
artisanworktables:artisans_athame_iron, Artisan's %s Athame
artisanworktables:artisans_athame_gold, Artisan's %s Athame
artisanworktables:artisans_athame_diamond, Artisan's %s Athame
artisanworktables:artisans_athame_bone, Artisan's %s Athame
artisanworktables:artisans_athame_bronze, Artisan's %s Athame
artisanworktables:artisans_athame_copper, Artisan's %s Athame
artisanworktables:artisans_athame_electrum, Artisan's %s Athame
artisanworktables:artisans_athame_invar, Artisan's %s Athame
artisanworktables:artisans_athame_platinum, Artisan's %s Athame
artisanworktables:artisans_athame_silver, Artisan's %s Athame
artisanworktables:artisans_athame_steel, Artisan's %s Athame
artisanworktables:artisans_grimoire_flint, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_iron, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_gold, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_diamond, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_bone, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_bronze, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_copper, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_electrum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_invar, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_platinum, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_silver, Artisan's %s-Bound Grimoire
artisanworktables:artisans_grimoire_steel, Artisan's %s-Bound Grimoire
artisanworktables:artisans_razor_flint, Artisan's %s Razor
artisanworktables:artisans_razor_iron, Artisan's %s Razor
artisanworktables:artisans_razor_gold, Artisan's %s Razor
artisanworktables:artisans_razor_diamond, Artisan's %s Razor
artisanworktables:artisans_razor_bone, Artisan's %s Razor
artisanworktables:artisans_razor_bronze, Artisan's %s Razor
artisanworktables:artisans_razor_copper, Artisan's %s Razor
artisanworktables:artisans_razor_electrum, Artisan's %s Razor
artisanworktables:artisans_razor_invar, Artisan's %s Razor
artisanworktables:artisans_razor_platinum, Artisan's %s Razor
artisanworktables:artisans_razor_silver, Artisan's %s Razor
artisanworktables:artisans_razor_steel, Artisan's %s Razor
artisanworktables:artisans_quill_flint, Artisan's %s Quill
artisanworktables:artisans_quill_iron, Artisan's %s Quill
artisanworktables:artisans_quill_gold, Artisan's %s Quill
artisanworktables:artisans_quill_diamond, Artisan's %s Quill
artisanworktables:artisans_quill_bone, Artisan's %s Quill
artisanworktables:artisans_quill_bronze, Artisan's %s Quill
artisanworktables:artisans_quill_copper, Artisan's %s Quill
artisanworktables:artisans_quill_electrum, Artisan's %s Quill
artisanworktables:artisans_quill_invar, Artisan's %s Quill
artisanworktables:artisans_quill_platinum, Artisan's %s Quill
artisanworktables:artisans_quill_silver, Artisan's %s Quill
artisanworktables:artisans_quill_steel, Artisan's %s Quill
artisanworktables:artisans_needle_flint, Artisan's %s Needle
artisanworktables:artisans_needle_iron, Artisan's %s Needle
artisanworktables:artisans_needle_gold, Artisan's %s Needle
artisanworktables:artisans_needle_diamond, Artisan's %s Needle
artisanworktables:artisans_needle_bone, Artisan's %s Needle
artisanworktables:artisans_needle_bronze, Artisan's %s Needle
artisanworktables:artisans_needle_copper, Artisan's %s Needle
artisanworktables:artisans_needle_electrum, Artisan's %s Needle
artisanworktables:artisans_needle_invar, Artisan's %s Needle
artisanworktables:artisans_needle_platinum, Artisan's %s Needle
artisanworktables:artisans_needle_silver, Artisan's %s Needle
artisanworktables:artisans_needle_steel, Artisan's %s Needle
artisanworktables:toolbox, Toolbox
quark:pickarang, item.pickarang.name
quark:glowstone_dust_block, tile.glowstone_dust_block.name
quark:gunpowder_block, tile.gunpowder_block.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:horse_whistle, item.horse_whistle.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, Red Parrot Egg
quark:parrot_egg:1, Blue Parrot Egg
quark:parrot_egg:2, Green Parrot Egg
quark:parrot_egg:3, Cyan Parrot Egg
quark:parrot_egg:4, Gray Parrot Egg
quark:enderdragon_scale, item.enderdragon_scale.name
quark:witch_hat, item.witch_hat.name
quark:roots, tile.roots.name
quark:root, item.root.name
quark:roots_blue_flower, tile.roots_blue_flower.name
quark:roots_black_flower, tile.roots_black_flower.name
quark:roots_white_flower, tile.roots_white_flower.name
quark:root_flower:0, Blue Sprout
quark:root_flower:1, Black Sprout
quark:root_flower:2, White Sprout
quark:root_dye:0, Blue Dye
quark:root_dye:1, Black Dye
quark:root_dye:2, White Dye
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Block of Biotite
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:monster_box, tile.monster_box.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:pirate_hat, item.pirate_hat.name
quark:marble:0, Marble
quark:marble:1, Polished Marble
quark:stone_marble_slab:0, Marble Slab
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, Limestone
quark:limestone:1, Polished Limestone
quark:stone_limestone_slab:0, Limestone Slab
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:biome_brick:0, Brimstone Bricks
quark:biome_brick:1, Permafrost Bricks
quark:elder_prismarine:0, Elder Prismarine
quark:elder_prismarine:1, Elder Prismarine Bricks
quark:elder_prismarine:2, Dark Elder Prismarine
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:fire_stone_brick_slab:0, Brimstone Bricks Slab
quark:fire_stone_brick_stairs, tile.fire_stone_brick_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:icy_stone_brick_slab:0, Permafrost Bricks Slab
quark:icy_stone_brick_stairs, tile.icy_stone_brick_stairs.name
quark:elder_prismarine_slab:0, Elder Prismarine Slab
quark:elder_prismarine_stairs, tile.elder_prismarine_stairs.name
quark:elder_prismarine_bricks_slab:0, Elder Prismarine Brick Slab
quark:elder_prismarine_bricks_stairs, tile.elder_prismarine_bricks_stairs.name
quark:elder_prismarine_dark_slab:0, Dark Elder Prismarine Slab
quark:elder_prismarine_dark_stairs, tile.elder_prismarine_dark_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:fire_stone_brick_wall, tile.fire_stone_brick_wall.name
quark:icy_stone_brick_wall, tile.icy_stone_brick_wall.name
quark:elder_prismarine_wall, tile.elder_prismarine_wall.name
quark:elder_prismarine_bricks_wall, tile.elder_prismarine_bricks_wall.name
quark:elder_prismarine_dark_wall, tile.elder_prismarine_dark_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, tile.smoker.name
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern, tile.paper_lantern.name
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:charcoal_block, tile.charcoal_block.name
quark:glass_item_frame, item.glass_item_frame.name
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:chute, tile.chute.name
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
